ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE;IDADE_ANOS;MOMENTO_VIDA;VL_TOTAL_RECEBIDO;VL_TOTAL_PAGO
CNPJ_02726;1723188;164253;2016-12-14;Cultivo de arroz;2025-05-31;8;Maturidade;1667;1147
CNPJ_02727;5058647;-142584;2011-05-21;Fabricação de produtos químicos;2025-05-31;14;Declínio;40;106
CNPJ_02728;2167912;-172080;2021-05-07;Telecomunicações sem fio;2025-05-31;4;Expansão;2655721;9153209
CNPJ_02729;252930;-21736;2021-02-14;Extração de minério de ferro;2025-05-31;4;Expansão;1605;3524
CNPJ_02730;2628385;-7144;2021-03-08;Produção de ferro-gusa;2025-05-31;4;Expansão;969;2074
CNPJ_02731;95700;-12820;2020-10-22;Padaria e confeitaria;2025-05-31;5;Maturidade;0;25815
CNPJ_02724;675286;-50563;2021-12-26;Produção de alumínio;2025-05-31;3;Expansão;576;1300
CNPJ_03122;1583974;-68935;2022-03-10;Fabricação de produtos químicos;2025-05-31;3;Expansão;0;0
CNPJ_02714;980588;11946;2016-10-22;Consultoria empresarial;2025-05-31;9;Maturidade;14237;22413
CNPJ_02712;217883;-21640;2020-09-11;Armazenamento geral;2025-05-31;5;Maturidade;914;3958
CNPJ_02696;1981813;167285;2014-05-21;Saneamento básico;2025-05-31;11;Declínio;19793;12922
CNPJ_02697;72980;3498;2019-01-19;Fabricação de caminhões e ônibus;2025-05-31;6;Maturidade;188;273
CNPJ_02698;269514;20847;2019-08-24;Comércio atacadista de calçados;2025-05-31;6;Maturidade;4522;9141
CNPJ_02699;2005199;-241521;2018-04-21;Fabricação de papel;2025-05-31;7;Maturidade;181;112
CNPJ_02700;2846636;74287;2019-04-25;Saneamento básico;2025-05-31;6;Maturidade;0;127
CNPJ_02701;729887;-22570;2014-01-07;Comércio varejista de alimentos;2025-05-31;11;Declínio;74;102
CNPJ_02702;32206437;1632067;2011-12-15;Comércio varejista de combustíveis;2025-05-31;13;Declínio;6239;8733
CNPJ_02713;1537474;-149165;2022-08-18;Telecomunicações sem fio;2025-05-31;3;Expansão;322;0
CNPJ_02703;2733012;-1411;2022-11-17;Extração de minério de ferro;2025-05-31;3;Expansão;10370;8790
CNPJ_02705;204588;13883;2019-03-10;Comércio atacadista de alimentos;2025-05-31;6;Maturidade;0;47767
CNPJ_02706;344419;-15880;2016-10-17;Educação superior;2025-05-31;9;Maturidade;242;0
CNPJ_02707;845109;43328;2016-07-25;Cultivo de milho;2025-05-31;9;Maturidade;1393314;5822036
CNPJ_02708;191371816;7726734;2006-09-25;Construção de edifícios;2025-05-31;19;Declínio;0;1219375
CNPJ_02709;237556;-3659;2022-10-20;Extração de minério de ferro;2025-05-31;3;Expansão;1029664;694206
CNPJ_02710;2740418;268627;2022-01-09;Comércio atacadista de calçados;2025-05-31;3;Expansão;1719422;1792512
CNPJ_02711;88518889;7334301;1999-03-07;Administração pública;2025-05-31;26;Declínio;287;0
CNPJ_02704;97586;6668;2022-07-29;Comércio varejista de combustíveis;2025-05-31;3;Expansão;588;0
CNPJ_03123;577736;-15529;2021-10-30;Transporte ferroviário de carga;2025-05-31;4;Expansão;489;47
CNPJ_03124;83771;-3514;2022-11-28;Televisão por assinatura;2025-05-31;3;Expansão;162680;4482994
CNPJ_03125;1245231;115561;2017-02-01;Cultivo de trigo;2025-05-31;8;Maturidade;37;50
CNPJ_03537;1263456;125957;2016-04-01;Produção de alumínio;2025-05-31;9;Maturidade;0;0
CNPJ_03538;80154413;177438;2010-02-06;Fabricação de caminhões e ônibus;2025-05-31;15;Declínio;35;0
CNPJ_03539;14455339;440619;2001-11-08;Distribuição de energia elétrica;2025-05-31;24;Declínio;307;0
CNPJ_03540;2252782;94939;2017-03-21;Consultoria empresarial;2025-05-31;8;Maturidade;120;0
CNPJ_03541;243858;20849;2023-03-22;Correios e entregas expressas;2025-05-31;2;Expansão;97;0
CNPJ_03542;187336613;-16366492;2014-05-27;Comércio varejista de combustíveis;2025-05-31;11;Declínio;0;766
CNPJ_03543;1587731;23987;2019-09-23;Extração de minério de ferro;2025-05-31;6;Maturidade;813;545
CNPJ_03544;2610630;-59865;2022-05-17;Produção de ferro-gusa;2025-05-31;3;Expansão;25;0
CNPJ_03545;372942;35916;2014-12-09;Cultivo de soja;2025-05-31;10;Declínio;0;191845
CNPJ_03546;275433;9393;2022-01-07;Transporte ferroviário de carga;2025-05-31;3;Expansão;143;0
CNPJ_03547;2505757;-12169;2020-05-04;Educação superior;2025-05-31;5;Maturidade;0;11
CNPJ_03548;11731357;57218;2014-04-19;Geração de energia elétrica;2025-05-31;11;Declínio;0;46349
CNPJ_03549;1622746;64952;2018-01-05;Saneamento básico;2025-05-31;7;Maturidade;146;127
CNPJ_03550;1019148;21624;2022-05-27;Armazenamento geral;2025-05-31;3;Expansão;0;575
CNPJ_03551;1426992;-139833;2018-06-21;Planos de saúde;2025-05-31;7;Maturidade;0;0
CNPJ_03536;1853425;-96005;2022-09-29;Extração de minério de ferro;2025-05-31;3;Expansão;3579;296
CNPJ_03535;1622758;35328;2018-08-31;Geração de energia elétrica;2025-05-31;7;Maturidade;13278619;4880311
CNPJ_03534;59720;-5419;2023-01-25;Fabricação de produtos químicos;2025-05-31;2;Expansão;25794879;5411368
CNPJ_03533;1864412;155357;2014-08-07;Cultivo de milho;2025-05-31;11;Declínio;19;0
CNPJ_03517;612767;55211;2017-09-03;Defesa nacional;2025-05-31;8;Maturidade;1416;0
CNPJ_03518;456846;-30599;2018-03-20;Comércio atacadista de alimentos;2025-05-31;7;Maturidade;6203;427
CNPJ_03519;2887530;-269209;2021-07-22;Montagem industrial;2025-05-31;4;Expansão;205;47
CNPJ_03520;11023559;818946;2005-08-29;Fabricação de móveis;2025-05-31;20;Declínio;88;0
CNPJ_03521;114928;5435;2022-04-02;Administração pública;2025-05-31;3;Expansão;126;0
CNPJ_03522;225376;21095;2023-07-16;Cultivo de arroz;2025-05-31;2;Expansão;0;227
CNPJ_03523;1155727;-27121;2020-01-24;Produção de ferro-gusa;2025-05-31;5;Maturidade;43330;8991
CNPJ_03552;1787361;-146843;2017-07-11;Montagem industrial;2025-05-31;8;Maturidade;23;0
CNPJ_03524;720168;12500;2020-07-21;Restaurantes e similares;2025-05-31;5;Maturidade;0;115
CNPJ_03526;106983969;1841213;1995-02-16;Cultivo de trigo;2025-05-31;30;Declínio;3926;0
CNPJ_03527;260024;-24236;2019-10-26;Comércio varejista de combustíveis;2025-05-31;6;Maturidade;0;49
CNPJ_03528;14990155;4431;2021-03-07;Fabricação de produtos químicos;2025-05-31;4;Expansão;603;0
CNPJ_03529;9854458;645297;2012-07-04;Construção de edifícios;2025-05-31;13;Declínio;1178;0
CNPJ_03530;1709064;131153;2020-06-27;Produção de ferro-gusa;2025-05-31;5;Maturidade;107;2392
CNPJ_03531;770548;-42817;2020-12-28;Televisão aberta;2025-05-31;4;Expansão;0;21
CNPJ_03532;475419;42511;2018-05-14;Comércio atacadista de calçados;2025-05-31;7;Maturidade;36761;97739
CNPJ_03525;60199;1707;2021-05-31;Telecomunicações sem fio;2025-05-31;4;Expansão;14070;1109
CNPJ_03516;644319;-21008;2019-09-02;Geração de energia elétrica;2025-05-31;6;Maturidade;120;0
CNPJ_03553;60634;-2182;2023-09-28;Comércio varejista de combustíveis;2025-05-31;2;Expansão;0;120
CNPJ_03555;2935811;-198850;2021-06-30;Educação superior;2025-05-31;4;Expansão;533670;186245
CNPJ_03576;1772486;-110918;2015-06-25;Engenharia civil;2025-05-31;10;Declínio;885;0
CNPJ_03577;1712306;74537;2022-11-05;Fabricação de papel;2025-05-31;3;Expansão;1390456;467437
CNPJ_03578;2866304;129678;2021-04-10;Comércio atacadista de medicamentos;2025-05-31;4;Expansão;0;422
CNPJ_03579;2349608;-128001;2019-11-02;Extração de minério de ferro;2025-05-31;6;Maturidade;0;29
CNPJ_03580;24396215;-1946460;2000-03-21;Fabricação de móveis;2025-05-31;25;Declínio;0;0
CNPJ_03581;298855;-27967;2021-04-15;Correios e entregas expressas;2025-05-31;4;Expansão;0;210
CNPJ_03582;18001673;-519133;2004-04-22;Planos de saúde;2025-05-31;21;Declínio;0;155827
CNPJ_03583;168315;-10000;2023-03-14;Extração de minério de ferro;2025-05-31;2;Expansão;74;0
CNPJ_03584;2695334;180008;2019-11-19;Televisão aberta;2025-05-31;6;Maturidade;0;75
CNPJ_03585;24731431;1058226;2013-07-30;Engenharia civil;2025-05-31;12;Declínio;479702;91536
CNPJ_03586;43431654;366365;2006-08-23;Construção de barragens;2025-05-31;19;Declínio;671;361
CNPJ_03587;2773577;-214872;2014-01-23;Comércio varejista de combustíveis;2025-05-31;11;Declínio;0;77
CNPJ_03588;1145307;41604;2016-07-28;Serviços de tecnologia da informação;2025-05-31;9;Maturidade;10;0
CNPJ_03589;14406481;57512;2019-02-01;Defesa nacional;2025-05-31;6;Maturidade;0;0
CNPJ_03590;271243;30122;2022-04-10;Saneamento básico;2025-05-31;3;Expansão;0;66
CNPJ_03575;2409398;-214017;2018-07-02;Cultivo de arroz;2025-05-31;7;Maturidade;0;92
CNPJ_03574;977673;-81688;2014-12-27;Serviços de tecnologia da informação;2025-05-31;10;Declínio;4917238;2163061
CNPJ_03573;16979156;1557923;2002-11-11;Restaurantes e similares;2025-05-31;23;Declínio;37;0
CNPJ_03572;1834871;96815;2021-01-30;Fabricação de caminhões e ônibus;2025-05-31;4;Expansão;4163;0
CNPJ_03556;10525892;754304;2016-02-27;Cultivo de milho;2025-05-31;9;Maturidade;0;504
CNPJ_03557;483051;-15995;2015-12-28;Construção de rodovias;2025-05-31;9;Maturidade;0;54
CNPJ_03558;2564247;189567;2015-04-06;Cultivo de soja;2025-05-31;10;Declínio;0;16
CNPJ_03559;1928494;44878;2022-01-02;Defesa nacional;2025-05-31;3;Expansão;0;14
CNPJ_03560;239632;-3447;2022-07-09;Construção de rodovias;2025-05-31;3;Expansão;149788;34085
CNPJ_03561;1109882;35819;2021-10-16;Hotéis e pousadas;2025-05-31;4;Expansão;1833;0
CNPJ_03562;125311;-5875;2020-04-24;Fabricação de produtos químicos;2025-05-31;5;Maturidade;862253;668380
CNPJ_03554;146067;7413;2023-12-21;Produção cinematográfica;2025-05-31;1;Início;234;0
CNPJ_03563;221800;-3128;2020-08-23;Consultoria empresarial;2025-05-31;5;Maturidade;7646;0
CNPJ_03565;518527;-6077;2021-02-28;Fabricação de caminhões e ônibus;2025-05-31;4;Expansão;0;3426
CNPJ_03566;125481;-68;2020-11-22;Cultivo de milho;2025-05-31;5;Maturidade;0;0
CNPJ_03567;113711;13814;2021-09-19;Transporte ferroviário de carga;2025-05-31;4;Expansão;139;0
CNPJ_03568;107361898;-8810376;2002-09-24;Montagem industrial;2025-05-31;23;Declínio;0;425
CNPJ_03569;2944557;-34662;2014-12-11;Fabricação de móveis;2025-05-31;10;Declínio;75;0
CNPJ_03570;1663560;-128347;2018-04-14;Obras de infraestrutura elétrica;2025-05-31;7;Maturidade;53;2683
CNPJ_03571;189227;-6781;2020-08-29;Produção de alumínio;2025-05-31;5;Maturidade;73;0
CNPJ_03564;117567013;-10083949;2005-11-23;Atividades de bancos múltiplos;2025-05-31;20;Declínio;629;0
CNPJ_03591;544784;47241;2020-04-29;Atividades hospitalares;2025-05-31;5;Maturidade;10448346;990671
CNPJ_03515;934258;2422;2021-11-04;Restaurantes e similares;2025-05-31;4;Expansão;36;0
CNPJ_03513;281713;14686;2020-03-12;Montagem industrial;2025-05-31;5;Maturidade;106;0
CNPJ_03459;11190891;50086;2020-06-10;Montagem industrial;2025-05-31;5;Maturidade;373;1588
CNPJ_03460;2614974;212369;2019-12-09;Televisão aberta;2025-05-31;5;Maturidade;1369217;162874
CNPJ_03461;2463342;-206458;2020-10-14;Extração de minério de ferro;2025-05-31;5;Maturidade;7907609;4449457
CNPJ_03462;91556;-1606;2022-09-20;Distribuição de energia elétrica;2025-05-31;3;Expansão;39;0
CNPJ_03463;688681;12945;2016-05-02;Fabricação de automóveis;2025-05-31;9;Maturidade;14468443;6024170
CNPJ_03464;251249;-8546;2022-02-03;Televisão aberta;2025-05-31;3;Expansão;48;0
CNPJ_03465;227118;-16996;2022-07-01;Geração de energia elétrica;2025-05-31;3;Expansão;0;648
CNPJ_03466;129251;-3235;2023-08-20;Transporte rodoviário de carga;2025-05-31;2;Expansão;152525;48213
CNPJ_03467;571197;52896;2018-02-15;Fabricação de caminhões e ônibus;2025-05-31;7;Maturidade;77;0
CNPJ_03468;63453968;-3473031;2005-09-20;Produção de ferro-gusa;2025-05-31;20;Declínio;61472;28615
CNPJ_03469;892417;-17088;2022-02-04;Fabricação de produtos químicos;2025-05-31;3;Expansão;22321558;4068774
CNPJ_03470;2343002;-170287;2021-08-13;Construção de rodovias;2025-05-31;4;Expansão;0;0
CNPJ_03471;1255152;88155;2015-11-21;Defesa nacional;2025-05-31;10;Declínio;38;54
CNPJ_03472;71112;6202;2020-03-10;Restaurantes e similares;2025-05-31;5;Maturidade;1284;655
CNPJ_03473;1883138;119958;2018-04-30;Montagem industrial;2025-05-31;7;Maturidade;5313220;2796172
CNPJ_03458;262844;4337;2019-01-26;Obras de infraestrutura elétrica;2025-05-31;6;Maturidade;11448;0
CNPJ_03457;2256448;-161618;2019-12-29;Fabricação de caminhões e ônibus;2025-05-31;5;Maturidade;0;211
CNPJ_03456;90611933;5996332;2007-02-08;Televisão por assinatura;2025-05-31;18;Declínio;2083;0
CNPJ_03455;323277;3250;2014-01-25;Fabricação de caminhões e ônibus;2025-05-31;11;Declínio;0;7
CNPJ_03439;105984;10395;2019-08-16;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;241;0
CNPJ_03440;21974771;1941035;2006-06-21;Obras de infraestrutura elétrica;2025-05-31;19;Declínio;0;671
CNPJ_03441;116361;7973;2019-02-14;Telecomunicações sem fio;2025-05-31;6;Maturidade;0;32
CNPJ_03442;293975;28286;2020-03-23;Transporte ferroviário de carga;2025-05-31;5;Maturidade;252253;0
CNPJ_03443;2251229;-70612;2018-03-08;Engenharia civil;2025-05-31;7;Maturidade;622467;536362
CNPJ_03444;2161049;29033;2021-10-30;Obras de infraestrutura elétrica;2025-05-31;4;Expansão;9355;0
CNPJ_03445;120469690;-1885823;2005-08-13;Planos de saúde;2025-05-31;20;Declínio;43;40
CNPJ_03474;226553;-3835;2021-03-27;Engenharia civil;2025-05-31;4;Expansão;102;0
CNPJ_03446;1900664;84048;2016-04-19;Fabricação de caminhões e ônibus;2025-05-31;9;Maturidade;3161665;2259268
CNPJ_03448;193959944;10000968;2011-09-14;Produção de ferro-gusa;2025-05-31;14;Declínio;12009;0
CNPJ_03449;634515;-37457;2022-03-24;Serviços de tecnologia da informação;2025-05-31;3;Expansão;925207;182236
CNPJ_03450;1697236;-61450;2017-12-24;Extração de petróleo e gás natural;2025-05-31;7;Maturidade;3963;810
CNPJ_03451;1552741;-95394;2019-07-31;Fabricação de papel;2025-05-31;6;Maturidade;635;0
CNPJ_03452;295662;-17642;2022-07-15;Hotéis e pousadas;2025-05-31;3;Expansão;107;109
CNPJ_03453;1134327;-91379;2015-11-08;Televisão aberta;2025-05-31;10;Declínio;0;30
CNPJ_03454;43181280;-985732;2006-03-20;Comércio atacadista de calçados;2025-05-31;19;Declínio;2937;3171
CNPJ_03447;144081;16745;2020-01-22;Transporte rodoviário de carga;2025-05-31;5;Maturidade;147489;0
CNPJ_03514;1999606;159163;2017-05-26;Fabricação de móveis;2025-05-31;8;Maturidade;0;106
CNPJ_03475;197029;8246;2019-01-15;Cultivo de arroz;2025-05-31;6;Maturidade;0;51
CNPJ_03477;862627;-44366;2018-02-03;Comércio atacadista de medicamentos;2025-05-31;7;Maturidade;0;442
CNPJ_03498;1210925;49118;2020-05-27;Armazenamento geral;2025-05-31;5;Maturidade;17;0
CNPJ_03499;1691747;54367;2016-11-08;Cultivo de milho;2025-05-31;9;Maturidade;838;171
CNPJ_03500;2061518;-27866;2019-12-06;Fabricação de caminhões e ônibus;2025-05-31;5;Maturidade;759283;147534
CNPJ_03501;262781;-30648;2020-08-15;Defesa nacional;2025-05-31;5;Maturidade;43401;23991
CNPJ_03502;122430737;-9365000;1994-11-15;Telecomunicações sem fio;2025-05-31;31;Declínio;0;18820
CNPJ_03503;4813450;-374537;2010-01-31;Comércio atacadista de medicamentos;2025-05-31;15;Declínio;0;2045
CNPJ_03504;2706354;-218641;2020-05-22;Televisão por assinatura;2025-05-31;5;Maturidade;189469;33776
CNPJ_03505;1459504;-88185;2016-07-29;Televisão por assinatura;2025-05-31;9;Maturidade;0;33
CNPJ_03506;379135;-42211;2018-02-27;Educação superior;2025-05-31;7;Maturidade;18263083;1273991
CNPJ_03507;69039878;-6665769;2000-06-25;Restaurantes e similares;2025-05-31;25;Declínio;260983;25412
CNPJ_03508;89615;-8945;2022-02-19;Cultivo de arroz;2025-05-31;3;Expansão;95;59
CNPJ_03509;288834;10612;2022-03-18;Produção de ferro-gusa;2025-05-31;3;Expansão;48;0
CNPJ_03510;2657514;-161258;2020-04-16;Cultivo de trigo;2025-05-31;5;Maturidade;3074661;1028192
CNPJ_03511;63333527;-5668972;2012-11-25;Consultoria empresarial;2025-05-31;13;Declínio;0;0
CNPJ_03512;2873228;-27338;2019-03-14;Comércio atacadista de alimentos;2025-05-31;6;Maturidade;0;63703
CNPJ_03497;755788;-23023;2020-05-08;Serviços de tecnologia da informação;2025-05-31;5;Maturidade;6534485;4561977
CNPJ_03496;2105045;-76755;2018-07-30;Hotéis e pousadas;2025-05-31;7;Maturidade;8624406;4945909
CNPJ_03495;219506;17775;2020-11-18;Comércio varejista de combustíveis;2025-05-31;5;Maturidade;0;0
CNPJ_03494;23203871;-1942693;2017-07-25;Televisão aberta;2025-05-31;8;Maturidade;0;458
CNPJ_03478;2427822;119140;2022-09-11;Produção cinematográfica;2025-05-31;3;Expansão;402;0
CNPJ_03479;11536261;-167784;2021-08-18;Extração de petróleo e gás natural;2025-05-31;4;Expansão;348;0
CNPJ_03480;193598;-10154;2021-04-08;Cultivo de trigo;2025-05-31;4;Expansão;66;0
CNPJ_03481;1373860;-15689;2018-05-18;Produção de alumínio;2025-05-31;7;Maturidade;203216;263086
CNPJ_03482;290401;15300;2022-05-17;Construção de edifícios;2025-05-31;3;Expansão;12224;0
CNPJ_03483;1617148;-28647;2017-06-30;Telecomunicações sem fio;2025-05-31;8;Maturidade;4308;0
CNPJ_03484;11203880;-163544;2016-05-22;Planos de saúde;2025-05-31;9;Maturidade;0;1141
CNPJ_03476;1672549;-22408;2014-03-06;Padaria e confeitaria;2025-05-31;11;Declínio;121;1594
CNPJ_03485;3710358;38696;2009-03-13;Montagem industrial;2025-05-31;16;Declínio;8441;0
CNPJ_03487;90227;8107;2022-11-25;Atividades hospitalares;2025-05-31;3;Expansão;7590;0
CNPJ_03488;708175;-68694;2014-02-10;Comércio atacadista de alimentos;2025-05-31;11;Declínio;0;2305
CNPJ_03489;272066;27106;2019-08-27;Obras de infraestrutura elétrica;2025-05-31;6;Maturidade;0;90
CNPJ_03490;20014464;-1947212;2017-11-06;Atividades hospitalares;2025-05-31;8;Maturidade;7848;0
CNPJ_03491;24249301;2325791;2016-05-02;Atividades hospitalares;2025-05-31;9;Maturidade;432;0
CNPJ_03492;9145864;-1026535;2016-11-15;Extração de petróleo e gás natural;2025-05-31;9;Maturidade;0;0
CNPJ_03493;238944;-26458;2021-01-31;Restaurantes e similares;2025-05-31;4;Expansão;0;4096
CNPJ_03486;2556391;95156;2014-08-29;Comércio atacadista de medicamentos;2025-05-31;11;Declínio;0;213
CNPJ_03592;291808;-21909;2022-04-11;Fabricação de produtos químicos;2025-05-31;3;Expansão;87;0
CNPJ_03593;2647190;-62496;2018-02-02;Atividades de bancos múltiplos;2025-05-31;7;Maturidade;15;0
CNPJ_03594;1251000;71196;2018-04-21;Cultivo de milho;2025-05-31;7;Maturidade;34;0
CNPJ_03694;823710;-49250;2021-08-04;Telecomunicações sem fio;2025-05-31;4;Expansão;0;26433
CNPJ_03695;19116938;1922631;2001-04-09;Fabricação de móveis;2025-05-31;24;Declínio;313843;281905
CNPJ_03696;67675360;3864650;2002-05-12;Extração de petróleo e gás natural;2025-05-31;23;Declínio;3653843;2183317
CNPJ_03697;156831122;-1449987;2000-08-15;Televisão aberta;2025-05-31;25;Declínio;94;43
CNPJ_03698;2429922;-226843;2016-10-24;Cultivo de arroz;2025-05-31;9;Maturidade;156;107
CNPJ_03699;2546303;-38985;2019-03-07;Fabricação de papel;2025-05-31;6;Maturidade;0;68
CNPJ_03700;1551502;-102154;2018-04-19;Correios e entregas expressas;2025-05-31;7;Maturidade;5123292;3944529
CNPJ_03701;220256;17277;2021-05-28;Obras de infraestrutura elétrica;2025-05-31;4;Expansão;0;1367
CNPJ_03702;2190143;15547;2015-07-21;Comércio atacadista de alimentos;2025-05-31;10;Declínio;66;0
CNPJ_03703;152433432;-8945194;2010-04-27;Hotéis e pousadas;2025-05-31;15;Declínio;197;33
CNPJ_03704;29447715;4117051;2015-08-28;Defesa nacional;2025-05-31;10;Declínio;0;83
CNPJ_03705;292179;-14482;2019-12-06;Fabricação de caminhões e ônibus;2025-05-31;5;Maturidade;0;21
CNPJ_03706;2285468;-325249;2015-03-10;Fabricação de caminhões e ônibus;2025-05-31;10;Declínio;0;145
CNPJ_03707;17390241;-263301;2016-01-24;Padaria e confeitaria;2025-05-31;9;Maturidade;0;0
CNPJ_03708;178196;-5357;2021-05-12;Engenharia civil;2025-05-31;4;Expansão;0;21923
CNPJ_03693;1655891;24872;2018-12-06;Construção de barragens;2025-05-31;6;Maturidade;0;0
CNPJ_03692;166944429;3777670;2004-12-19;Atividades de bancos múltiplos;2025-05-31;20;Declínio;0;576
CNPJ_03691;120367;3279;2019-04-27;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;55915;87271
CNPJ_03690;1416257;-17489;2015-06-14;Fabricação de automóveis;2025-05-31;10;Declínio;19801;11978
CNPJ_03674;130282250;12210912;2001-08-26;Distribuição de energia elétrica;2025-05-31;24;Declínio;458;31
CNPJ_03675;2177568;-149999;2021-09-16;Produção de ferro-gusa;2025-05-31;4;Expansão;0;58
CNPJ_03676;238574;5305;2023-04-19;Comércio varejista de combustíveis;2025-05-31;2;Expansão;288586;251722
CNPJ_03677;977187;-19567;2022-10-21;Televisão aberta;2025-05-31;3;Expansão;11647;0
CNPJ_03678;104219294;-10364900;1996-08-09;Extração de minério de ferro;2025-05-31;29;Declínio;0;79
CNPJ_03679;16536701;341981;2001-10-07;Armazenamento geral;2025-05-31;24;Declínio;0;45
CNPJ_03680;8703986;296705;2004-03-24;Produção de ferro-gusa;2025-05-31;21;Declínio;0;0
CNPJ_03709;227091;-14334;2022-07-17;Comércio atacadista de alimentos;2025-05-31;3;Expansão;220;0
CNPJ_03681;2452273;-22667;2020-12-24;Atividades de bancos múltiplos;2025-05-31;4;Expansão;1928;0
CNPJ_03683;28274878;-335674;2010-06-01;Cultivo de soja;2025-05-31;15;Declínio;0;0
CNPJ_03684;22989964;-2319964;2013-03-31;Armazenamento geral;2025-05-31;12;Declínio;0;2770
CNPJ_03685;1516035;61237;2022-09-24;Obras de infraestrutura elétrica;2025-05-31;3;Expansão;2361;338
CNPJ_03686;121155;8477;2019-07-16;Comércio varejista de alimentos;2025-05-31;6;Maturidade;0;89
CNPJ_03687;24397711;1634380;2009-02-28;Fabricação de papel;2025-05-31;16;Declínio;0;44
CNPJ_03688;119645;1299;2021-02-28;Atividades hospitalares;2025-05-31;4;Expansão;350807;283319
CNPJ_03689;13433811;-626559;2002-01-23;Produção de alumínio;2025-05-31;23;Declínio;2971148;1489263
CNPJ_03682;889364;-80199;2017-10-02;Comércio atacadista de alimentos;2025-05-31;8;Maturidade;0;247
CNPJ_03673;1820517;150476;2020-05-18;Fabricação de automóveis;2025-05-31;5;Maturidade;8639157;809960
CNPJ_03710;23941463;1677630;2007-09-19;Fabricação de móveis;2025-05-31;18;Declínio;31238;3475
CNPJ_03712;219054;11381;2020-09-25;Fabricação de caminhões e ônibus;2025-05-31;5;Maturidade;0;0
CNPJ_03733;22109889;-1722795;2018-10-03;Educação superior;2025-05-31;7;Maturidade;0;0
CNPJ_03734;218253;-3629;2019-06-05;Consultoria empresarial;2025-05-31;6;Maturidade;639;1657
CNPJ_03735;946304;18314;2016-04-05;Extração de minério de ferro;2025-05-31;9;Maturidade;128;23
CNPJ_03736;195798;8439;2022-01-23;Construção de edifícios;2025-05-31;3;Expansão;4329;0
CNPJ_03737;916199;-84740;2015-01-11;Televisão aberta;2025-05-31;10;Declínio;0;0
CNPJ_03738;98874388;-2627903;2015-08-18;Cultivo de soja;2025-05-31;10;Declínio;56;0
CNPJ_03739;2018645;156902;2019-05-02;Cultivo de arroz;2025-05-31;6;Maturidade;13017;0
CNPJ_03740;199283;11923;2021-08-01;Hotéis e pousadas;2025-05-31;4;Expansão;0;0
CNPJ_03741;167851;2058;2020-02-09;Engenharia civil;2025-05-31;5;Maturidade;12587073;4319347
CNPJ_03742;2077420;165634;2021-09-01;Comércio atacadista de alimentos;2025-05-31;4;Expansão;405;0
CNPJ_03743;77523;-3475;2023-05-03;Comércio atacadista de alimentos;2025-05-31;2;Expansão;0;43
CNPJ_03744;209442;-19618;2019-08-03;Consultoria empresarial;2025-05-31;6;Maturidade;4833227;2832770
CNPJ_03745;316261;-2652;2016-04-28;Comércio atacadista de calçados;2025-05-31;9;Maturidade;213965;4172
CNPJ_03746;1844042;198337;2017-06-15;Transporte ferroviário de carga;2025-05-31;8;Maturidade;7950;969
CNPJ_03747;66152;-4614;2019-08-07;Fabricação de caminhões e ônibus;2025-05-31;6;Maturidade;0;59897
CNPJ_03732;1184739;-116645;2022-02-25;Transporte rodoviário de carga;2025-05-31;3;Expansão;19792964;4574068
CNPJ_03731;161071;1495;2023-12-13;Construção de barragens;2025-05-31;1;Início;0;0
CNPJ_03730;60062131;-5938023;2016-01-02;Transporte ferroviário de carga;2025-05-31;9;Maturidade;894;0
CNPJ_03729;154534;11464;2020-10-02;Comércio atacadista de medicamentos;2025-05-31;5;Maturidade;0;95
CNPJ_03713;11248541;806855;2011-09-13;Transporte ferroviário de carga;2025-05-31;14;Declínio;110;0
CNPJ_03714;188027;1180;2020-12-30;Restaurantes e similares;2025-05-31;4;Expansão;0;437
CNPJ_03715;247738;-17532;2019-10-13;Construção de barragens;2025-05-31;6;Maturidade;0;0
CNPJ_03716;565370;49717;2015-09-26;Fabricação de papel;2025-05-31;10;Declínio;191473;114606
CNPJ_03717;175567726;4851565;2008-04-21;Transporte ferroviário de carga;2025-05-31;17;Declínio;0;0
CNPJ_03718;25312443;-1566332;2003-12-03;Produção de ferro-gusa;2025-05-31;21;Declínio;75697;61271
CNPJ_03719;2621877;-137239;2016-06-27;Obras de infraestrutura elétrica;2025-05-31;9;Maturidade;915;410
CNPJ_03711;214634;-5672;2020-06-03;Comércio atacadista de bebidas;2025-05-31;5;Maturidade;0;0
CNPJ_03720;27922688;-2509757;2002-06-06;Fabricação de produtos químicos;2025-05-31;23;Declínio;1085;4828
CNPJ_03722;237993;-16486;2021-10-17;Planos de saúde;2025-05-31;4;Expansão;130;0
CNPJ_03723;149532;1043;2022-01-05;Cultivo de trigo;2025-05-31;3;Expansão;18;0
CNPJ_03724;125034473;7920720;2001-06-19;Correios e entregas expressas;2025-05-31;24;Declínio;210587;72378
CNPJ_03725;45054183;2382755;1998-03-17;Comércio atacadista de alimentos;2025-05-31;27;Declínio;411556;293203
CNPJ_03726;27156318;-530827;2018-08-20;Engenharia civil;2025-05-31;7;Maturidade;689583;239840
CNPJ_03727;26920851;-738156;2011-02-24;Cultivo de soja;2025-05-31;14;Declínio;13903;6181
